,TITLE,JOURNAL_ID,YEAR,CITED_IN,CITED_OUT
4163,Large-scale computational modeling of [Rh(DuPHOS)](+)-catalyzed hydrogenation of prochiral enamides: Reaction pathways and the origin of enantioselection,47,2000,1,0
4164,Building ligand knowledge bases for organometallic chemistry: Computational description of phosphorus(III)-donor ligands and the metal-phosphorus bond,47,2009,1,0
4165,Theoretical (DFT) insights into the mechanism of copper-catalyzed cyclopropanation reactions. implications for enantioselective catalysis,47,2001,1,0
4166,Theoretical study of substituent effects in the diimine-M(II) catalyzed ethylene polymerization reaction using the IMOMM method,47,1998,1,0
4167,The singlet and triplet states of phenyl cation. A hybrid approach for locating minimum energy crossing points between non-interacting potential energy surfaces,47,1998,1,0
4168,A computational study of phosphine ligand effects in Suzuki-Miyaura coupling,47,2010,1,0
4169,ABINITIO MOLECULAR-ORBITAL STUDIES OF CATALYTIC ELEMENTARY REACTIONS AND CATALYTIC CYCLES OF TRANSITION-METAL COMPLEXES,47,1991,1,0
4170,POTENTIAL-ENERGY PROFILE OF A FULL CATALYTIC CYCLE OF OLEFIN HYDROGENATION BY THE WILKINSON CATALYST,47,1987,1,0
4171,Oxyl radical required for O-O bond formation in synthetic Mn-catalyst,47,2004,1,0
4172,"Hydrogen for fluorine exchange in C6F6 and C6F5H by monomeric [1,3,4-(Me3C)(3)C5H2](2)CeH: Experimental and computational studies",47,2005,1,0
4173,Accurate modelling of Pd(0) + PhX oxidative addition kinetics,47,2010,1,0
4174,Theoretical studies on reactions of transition-metal complexes,47,2000,1,0
4175,Quantitative structure-activity relationships of ruthenium catalysts for olefin metathesis,47,2006,1,0
4176,Spin forbidden chemical reactions of transition metal compounds. New ideas and new computational challenges,47,2003,1,0
4177,New insights into the stereoselectivity of the aryl zinc addition to aldehydes,47,2005,1,0
4178,The role of substrate in unmasking oxyl character in oxomanganese complexes: the key to selectivity?,47,2008,1,0
4179,Exchange-enhanced reactivity in bond activation by metal-oxo enzymes and synthetic reagents,47,2011,1,0
4180,Structures and Energetics for O-2 Formation in Photosystem II,47,2009,1,0
4181,O-O bond formation in the S-4 state of the oxygen-evolving complex in photosystem II,47,2006,2,0
4182,DFT Mechanistic Study on Diene Metathesis Catalyzed by Ru-Based Grubbs-Hoveyda-Type Carbenes: The Key Role of Tr-Electron Density De localization in the Hoveyda Ligand,47,2010,1,0
4183,Quantum mechanics/molecular mechanics study of the catalytic cycle of water splitting in photosystem II,47,2008,1,0
4184,"Theoretical study on the origin of enantioselectivity in the bis(dihydroquinidine)-3,6-pyridazine center dot osmium tetroxide-catalyzed dihydroxylation of styrene",47,1999,2,0
4185,Applications of hybrid DFT/molecular mechanics to homogeneous catalysis,47,2004,1,0
4186,Combining quantum mechanics methods with molecular mechanics methods in ONIOM,47,2006,2,0
4187,Tuning out of hERG,47,2008,1,0
4188,On combining recursive partitioning and simulated annealing to detect groups of biologically active compounds,47,2002,1,0
4189,Comparison of support vector machine and artificial neural network systems for drug/nondrug classification,47,2003,1,0
4190,Rational combinatorial library design. 2. Rational design of targeted combinatorial peptide libraries using chemical similarity probe and the inverse QSAR approaches,47,1998,1,0
4191,Rapid calculation of polar molecular surface area and its application to the prediction of transport phenomena. 2. Prediction of blood-brain barrier penetration,47,1999,1,0
4192,COMPARATIVE MOLECULAR-FIELD ANALYSIS (COMFA) .1. EFFECT OF SHAPE ON BINDING OF STEROIDS TO CARRIER PROTEINS,47,1988,3,0
4193,QSAR: dead or alive?,47,2008,1,0
4194,SOLVATION ENERGY IN PROTEIN FOLDING AND BINDING,47,1986,1,0
4195,In memoriam Professor Corwin Hansch: birth pangs of QSAR before 1961,47,2011,1,0
4196,Principles of QSAR models validation: internal and external,47,2007,1,0
4197,QSAR modeling of beta-lactam binding to human serum proteins,47,2003,1,0
4198,A QUANTITATIVE APPROACH TO BIOCHEMICAL STRUCTURE-ACTIVITY RELATIONSHIPS,47,1969,1,0
4199,QSAR and ADME,47,2004,1,0
4200,RHO-SIGMA-PI ANALYSIS . METHOD FOR CORRELATION OF BIOLOGICAL ACTIVITY + CHEMICAL STRUCTURE,47,1964,2,0
4201,CORRELATION OF BIOLOGICAL ACTIVITY OF PLANT GROWTH REGULATORS AND CHLOROMYCETIN DERIVATIVES WITH HAMMETT CONSTANTS AND PARTITION COEFFICIENTS,47,1963,1,0
4202,CORRELATION OF BIOLOGICAL ACTIVITY OF PHENOXYACETIC ACIDS WITH HAMMETT SUBSTITUENT CONSTANTS AND PARTITION COEFFICIENTS,47,1962,2,0
4203,The advent and evolution of QSAR at Pomona College,47,2011,1,0
4204,Analysis of a large structure-activity data set using recursive partitioning,47,1997,1,0
4205,THEORETICAL CONSIDERATIONS CONCERNING HAMMETT EQUATION .4. CALCULATION OF RHO-VALUES,47,1953,1,0
4206,COMPASS - A SHAPE-BASED MACHINE LEARNING TOOL FOR DRUG DESIGN,47,1994,1,0
4207,QSAR modeling of some substituted benzimidazole as Angotensin II AT1 receptor antagonist,47,2010,1,0
4208,Using the Golden Triangle to optimize clearance and oral absorption,47,2009,1,0
4209,SOME FACTORS IN THE INTERPRETATION OF PROTEIN DENATURATION,47,1959,1,0
4210,Outliers in SAR and QSAR: Is unusual binding mode a possible source of outliers?,47,2007,1,0
4211,ESP: A method to predict toxicity and pharmacological properties of chemicals using multiple MCASE databases,47,2004,1,0
4212,A COMPUTER AUTOMATED STRUCTURE EVALUATION (CASE) APPROACH TO CALCULATION OF PARTITION-COEFFICIENT,47,1991,1,0
4213,The influence of drug-like concepts on decision-making in medicinal chemistry,47,2007,1,0
4214,"Comparative QSAR modeling of CCR5 receptor binding affinity of substituted 1-(3,3-diphenylpropyl)-piperidinyl amides and ureas",47,2006,1,0
4215,Data modelling with neural networks: Advantages and limitations,47,1997,1,0
4216,Substructure and whole molecule approaches for calculating log P,47,2001,1,0
4217,"Calculation of Molecular Lipophilicity: State-of-the-Art and Comparison of Log P Methods on More Than 96,000 Compounds",47,2009,1,0
4218,DISCRIMINANT-ANALYSIS OF RELATIONSHIP BETWEEN PHYSICAL-PROPERTIES AND INHIBITION OF MONOAMINE-OXIDASE BY AMINOTETRALINS AND AMINOINDANS,47,1974,1,0
4219,In silico approaches to explore toxicity end points: issues and concerns for estimating human health effects,47,2007,1,0
4220,Identification of structure-activity relationships for adverse effects of pharmaceuticals in humans: Part B. Use of (Q)SAR systems for early detection of drug-induced hepatobiliary and urinary tract toxicities,47,2009,1,0
4221,Identification of structure-activity relationships for adverse effects of pharmaceuticals in humans: Part C: Use of QSAR and an expert system for the estimation of the mechanism of action of drug-induced hepatobiliary and urinary tract toxicities,47,2009,1,0
4222,WHAT DETERMINES THE STRENGTH OF NONCOVALENT ASSOCIATION OF LIGANDS TO PROTEINS IN AQUEOUS-SOLUTION,47,1993,1,0
4223,Computational approaches to the prediction of the blood-brain distribution,47,2002,1,0
4224,Support vector machine models in drug design: applications to drug transport processes and QSAR using simplex optimisations and variable selection,47,2003,1,0
4225,In silico modelling of ADMET - A minireview of work from 2000 to 2004,47,2005,1,0
4226,THE EVALUATION OF INDUCTIVE AND STERIC EFFECTS ON REACTIVITY - THE METHOXIDE ION-CATALYZED RATES OF METHANOLYSIS OF L-MENTHYL ESTERS IN METHANOL,47,1957,1,0
4227,Probing the physicochemical and structural requirements for glycogen synthase kinase-3 alpha inhibition: 2D-QSAR for 3-anilino-4-phenylmaleimides,47,2006,1,0
4228,Synthesis and structure-activity relationship of novel diarylpyrazole imide analogues as CB1 cannabinoid receptor ligands,47,2009,1,0
4229,Automated chemical hypothesis generation and database searching with Catalyst(R),47,1995,1,0
4230,POLAR AND STERIC SUBSTITUENT CONSTANTS FOR ALIPHATIC AND O-BENZOATE GROUPS FROM RATES OF ESTERIFICATION AND HYDROLYSIS OF ESTERS,47,1952,1,0
4231,CHANCE FACTORS IN STUDIES OF QUANTITATIVE STRUCTURE-ACTIVITY-RELATIONSHIPS,47,1979,1,0
4232,Identification of structure-activity relationships for adverse effects of pharmaceuticals in humans. Part A: Use of FDA post-market reports to create a database of hepatobiliary and urinary tract toxicities,47,2009,1,0
4233,ADMET in silico modelling: Towards prediction paradise?,47,2003,1,0
4234,Understanding human rhinovirus infections in terms of QSAR,47,2007,1,0
4235,A QSAR review on melanoma toxicity,47,2005,1,0
4236,An approach toward the problem of outliers in QSAR,47,2005,1,0
4237,Exploring structure indenture of some aminopyrazolopyridine ureas as potent VEGFR/PDGFR multitargeted kinase inhibitors: A QSAR approach,47,2011,1,0
4238,AUTOCORRELATION OF MOLECULAR-SURFACE PROPERTIES FOR MODELING CORTICOSTEROID-BINDING GLOBULIN AND CYTOSOLIC AH RECEPTOR ACTIVITY BY NEURAL NETWORKS,47,1995,1,0
4239,Naive Bayes classification using 2D pharmacophore feature triplet vectors,47,2008,1,0
4240,Robust QSAR models from novel descriptors and Bayesian Regularised Neural Networks,47,2000,1,0
4241,THE COLLINEARITY PROBLEM IN LINEAR-REGRESSION - THE PARTIAL LEAST-SQUARES (PLS) APPROACH TO GENERALIZED INVERSES,47,1984,1,0
4242,Immunoassay for Phenylurea Herbicides: Application of Molecular Modeling and Quantitative Structure-Activity Relationship Analysis on an Antigen-Antibody Interaction Study,47,2011,1,0
4243,"Scaling of the L-2,L-3 circular magnetic x-ray dichroism of Fe nitrides",47,1998,1,0
4244,"Theoretical determination of the excited states and of g-factors of the creutz-taube ion, [(NH3)(5)-Ru-pyrazine-Ru-(NH3)(5)](5+)",47,2007,1,0
4245,Vibrational magnetic dipole moment of acetylene in the nu 5 mode,47,1996,1,0
4246,Rotationally resolved magnetic vibrational circular dichroism - Experimental spectra and theoretical simulation for diamagnetic molecules,47,1996,1,0
4247,MAGNETIC OPTICAL ACTIVITY,47,1966,1,0
4248,MCD BEHAVIOR OF BENZENE AND ITS DERIVATIVES,47,1973,1,0
4249,Ab initio determinations of magnetic circular dichroism,47,1999,1,0
4250,Gauge-origin independent magneto-optical activity within coupled cluster response theory,47,2000,1,0
4251,GAUGE INVARIANCE OF HARTREE-FOCK APPROXIMATION,47,1965,1,0
4252,X-ray magnetic circular dichroism - a high energy probe of magnetic properties,47,2005,1,0
4253,"Ab initio ground state and L-2,L-3 x-ray magnetic circular dichroism of Mn-based Heusler alloys",47,2000,1,0
4254,BONDING STUDIES FROM CHARGE-TRANSFER ABSORPTION AND MAGNETIC CIRCULAR-DICHROISM SPECTRA .2. COMPLEX HEXACYANOFERRATE (III) AND PENTACYANOFERRATE(III) COMPLEXES OF C4V SYMMETRY,47,1973,1,0
4255,First-principles calculations of magnetic circular dichroism spectra,47,2008,2,0
4256,Density Functional Theory Study of the Magnetic Circular Dichroism Spectra of Molybdenyl Complexes,47,2010,1,0
4257,Density Functional Theory Study of the Electron Paramagnetic Resonance Parameters and the Magnetic Circular Dichroism Spectrum for Model Compounds of Dimethyl Sulfoxide Reductase,47,2010,1,0
4258,A Theoretical Study of the Magnetic Circular Dichroism Spectrum for Sulfite Oxidase Based on Time-Dependent Density Functional Theory,47,2009,1,0
4259,Relativistic effects on magnetic circular dichroism studied by GUHF/SECI method,47,2002,1,0
4260,Theoretical studies on magnetic circular dichroism by the finite perturbation method with relativistic corrections,47,2005,1,0
4261,ABINITIO STUDY OF THE ELECTRIC-DIPOLE TRANSITION-MOMENT FOR THE C]-X ELECTRONIC-TRANSITION IN ACETYLENE - THEORETICAL PREDICTIONS OF THE ABSORPTION AND MAGNETIC CIRCULAR-DICHROISM INTENSITIES,47,1990,1,0
4262,LINEAR RESPONSE CALCULATIONS FOR LARGE-SCALE MULTICONFIGURATION SELF-CONSISTENT FIELD WAVE-FUNCTIONS,47,1988,1,0
4263,OBSERVATION OF MAGNETIC VIBRATIONAL CIRCULAR-DICHROISM,47,1981,1,0
4264,Comparison of standard and damped response formulations of magnetic circular dichroism,47,2011,1,0
4265,Gauge-Origin-Independent Coupled Cluster Singles and Doubles Calculation of Magnetic Circular Dichroism of Azabenzenes and Phosphabenzene Using London Orbitals,47,2007,1,0
4266,Electronically Excited States of Vitamin B-12: Benchmark Calculations Including Time-Dependent Density Functional Theory and Correlated ab Initio Methods,47,2011,1,0
4267,Calculation of the magnetic circular dichroism B term from the imaginary part of the Verdet constant using damped time-dependent density functional theory,47,2007,1,0
4268,Hartree-Fock and Kohn-Sham atomic-orbital based time-dependent response theory,47,2000,1,0
4269,Magnetic circular dichroism in real-time time-dependent density functional theory,47,2011,1,0
4270,MAGNETIC CIRCULAR DICHROISM OF D8 SQUARE-PLANAR COMPLEXES,47,1968,1,0
4271,MAGNETIC CIRCULAR-DICHROISM OF CYCLIC PI-ELECTRON SYSTEMS .1. ALGEBRAIC-SOLUTION OF PERIMETER MODEL FOR A-TERMS AND B-TERMS OF HIGH-SYMMETRY SYSTEMS WITH A (4N+2)-ELECTRON[N] ANNULENE PERIMETER,47,1978,1,0
4272,MAGNETIC CIRCULAR-DICHROISM OF CYCLIC PI-ELECTRON SYSTEMS .2. ALGEBRAIC-SOLUTION OF PERIMETER MODEL FOR B-TERMS OF SYSTEMS WITH A (4N+2)-ELECTRON[N]ANNULENE PERIMETER,47,1978,1,0
4273,MAGNETIC CIRCULAR-DICHROISM OF CYCLIC PI-ELECTRON SYSTEMS .3. CLASSIFICATION OF CYCLIC PI-CHROMOPHORES WITH A (4N+2)-ELECTRON [N]ANNULENE PERIMETER AND GENERAL RULES FOR SUBSTITUENT EFFECTS ON MCD SPECTRA OF SOFT CHROMOPHORES,47,1978,1,0
4274,"MCD C-term signs, saturation behavior, and determination of band polarizations in randomly oriented systems with spin S >= 1/2. Applications to S = 1/2 and S = 5/2",47,1999,1,0
4275,The ab initio calculation of optical rotation and electronic circular dichroism,47,2005,1,0
4276,"Magnetic circular dichroism of phthalocyanine (M = Mg, Zn) and tetraazaporphyrin (M = Mg, Zn, Ni) metal complexes. A computational study based on time-dependent density functional theory",47,2008,1,0
